Frequency,Measure,Balance sheet position,Type of instruments,Currency denomination,Currency type of reporting country,Parent country,Type of reporting institutions,Reporting country,Counterparty sector,Counterparty country,Position type,Period,31/12/1977,31/03/1978,30/06/1978,30/09/1978,31/12/1978,31/03/1979,30/06/1979,30/09/1979,31/12/1979,31/03/1980,30/06/1980,30/09/1980,31/12/1980,31/03/1981,30/06/1981,30/09/1981,31/12/1981,31/03/1982,30/06/1982,30/09/1982,31/12/1982,31/03/1983,30/06/1983,30/09/1983,31/12/1983,31/03/1984,30/06/1984,30/09/1984,31/12/1984,31/03/1985,30/06/1985,30/09/1985,31/12/1985,31/03/1986,30/06/1986,30/09/1986,31/12/1986,31/03/1987,30/06/1987,30/09/1987,31/12/1987,31/03/1988,30/06/1988,30/09/1988,31/12/1988,31/03/1989,30/06/1989,30/09/1989,31/12/1989,31/03/1990,30/06/1990,30/09/1990,31/12/1990,31/03/1991,30/06/1991,30/09/1991,31/12/1991,31/03/1992,30/06/1992,30/09/1992,31/12/1992,31/03/1993,30/06/1993,30/09/1993,31/12/1993,31/03/1994,30/06/1994,30/09/1994,31/12/1994,31/03/1995,30/06/1995,30/09/1995,31/12/1995,31/03/1996,30/06/1996,30/09/1996,31/12/1996,31/03/1997,30/06/1997,30/09/1997,31/12/1997,31/03/1998,30/06/1998,30/09/1998,31/12/1998,31/03/1999,30/06/1999,30/09/1999,31/12/1999,31/03/2000,30/06/2000,30/09/2000,31/12/2000,31/03/2001,30/06/2001,30/09/2001,31/12/2001,31/03/2002,30/06/2002,30/09/2002,31/12/2002,31/03/2003,30/06/2003,30/09/2003,31/12/2003,31/03/2004,30/06/2004,30/09/2004,31/12/2004,31/03/2005,30/06/2005,30/09/2005,31/12/2005,31/03/2006,30/06/2006,30/09/2006,31/12/2006,31/03/2007,30/06/2007,30/09/2007,31/12/2007,31/03/2008,30/06/2008,30/09/2008,31/12/2008,31/03/2009,30/06/2009,30/09/2009,31/12/2009,31/03/2010,30/06/2010,30/09/2010,31/12/2010,31/03/2011,30/06/2011,30/09/2011,31/12/2011,31/03/2012,30/06/2012,30/09/2012,31/12/2012,31/03/2013,30/06/2013,30/09/2013,31/12/2013,31/03/2014,30/06/2014,30/09/2014,31/12/2014,31/03/2015,30/06/2015,30/09/2015,31/12/2015,31/03/2016,30/06/2016,30/09/2016,31/12/2016,31/03/2017,30/06/2017,30/09/2017,31/12/2017,31/03/2018,30/06/2018,30/09/2018,31/12/2018,31/03/2019,30/06/2019,30/09/2019,31/12/2019,31/03/2020,30/06/2020,30/09/2020
Q:Quarterly,S:Amounts outstanding / Stocks,C:Total claims,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"N:Non-banks, total",5J:All countries (total),R:Local,Q:S:C:A:TO1:D:5J:A:5A:N:5J:R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,0,...,...,...,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,29764465.96,30728412.4,31625964.13,30977821.48,30898712.81,32691098.56,33175869.31,33822828.1,33979607.68,31848849.5,33180806.94,30758344.81,31692980.74,30831192.09,30976813.32,32344662.1,32005371.13,32315925.46,31189461.19,32265208.19,33649115.08,34786730.22,36128608.4,37040563.72,35472224.46,35365173.9,35127797.99,35541387.98,36028029.79,35297546.39,36595914.22,35298863.03,37224583.15,38677823.11
Q:Quarterly,S:Amounts outstanding / Stocks,L:Total liabilities,U:Unallocated by instrument,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"B:Banks, total",5J:All countries (total),N:Cross-border,Q:S:L:U:TO1:A:5J:A:5A:B:5J:N,495557,503330,510963,557223,709915,701135,761101,848650,917165,924718,994563,1031012,1091370,1092308,1078490,1134156,1219290,1224048,1211368,1246169,1272759,1276051,1270657,1285859,1481964,1513339,1534592,1514002,1555714,1606811,1616555,1704818,1832254,1890488,1971213,2164057,2352209,2470070,2626027,2775174,3090384,3093746,3100730,3244295,3365375,3477894,3420687,3621461,3826628,3871039,3933892,4244830,4415412,4158933,3987066,4066718,4713590,4504240,4607050,4849899,4595182,4529829,4435492,4580388,4537840,4664493,4797718,5007109,5159458,5572752,5687472,5582656,0,0,0,0,0,0,0,1,1272,0,0,2,-725,0,2,0,0,3,-2,2,8,5,-9,-8,7,42,14,-12,7,-7,6,13,19,23,254,-1,4,6,-21,-1,10,18,26,8,16,-22,5,7,19,21,-13,12,-4,5,-4,-11,34,3,3,22,23,284,29,17,-16,4,675,690.999,677.019,701.005,696.082,15503.975,14297.738,13623.999,12764.929,13146.434,12292.427,17299.269,17010.989,16829.462,16247.734,17126.906,18835.832,17937.125,16462.822,18090.419,10910.301,10976.296,10836.943,11328.342,11378.554,11535.999,12365.157,13100.75,12989.372,14654.373,15193.506,11530.731,10361.374,7993.103
Q:Quarterly,S:Amounts outstanding / Stocks,C:Total claims,A:All instruments,EUR:Euro,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"N:Non-banks, total",5J:All countries (total),N:Cross-border,Q:S:C:A:EUR:A:5J:A:5A:N:5J:N,51283,55892,56761,63159,73710,74261,76312,82582,87540,84149,97927,99373,93325,90790,83610,89867,93329,89229,88102,87279,94731,99238,96025,95281,95679,103601,99093,94260,92970,95518,100582,117534,138014,142458,153752,163998,172221,190357,187984,188659,225048,216828,205435,198128,215455,206504,208929,225509,253941,271524,285973,320206,334603,308974,296606,324579,364849,347736,383281,432716,391885,412741,410824,433916,459958,468147,470018,481406,485751,546863,563555,557768,594079,588415,604256,621156,636483,614764,615487,638286,678460,717386,797565,889150,935942,964288,1007106,1067863,1029151,1040653,1054968,1027401,1112369,1172203,1129843,1259376,1274324,1312302,1559179,1592814,1704378,1873256,2049313,2118095,2294040,2441427,2471861,2605452,2929395,2911677,2922660,2970321,3028897,3230014,3457372,3359262,3555356,3806603,3980940,4245220,4527284,4915612,4944241,4532696,4301776,4088299,4339769,4459871.5,4202853,3960323,3554276,3979185,3772311,4058125.408,4213482,3877519,3568154,3682712.835,3639709.404,3739901.08,3867611.048,3790342.292,3824658.102,3933698.053,3918014.464,3979014.306,4032960.272,3740649.166,3714396.878,3520730.22,3448955.779,3454697.195,3311501.121,3608617.537,3460649.85,3442936.977,3146154.135,3287617.778,3476661.953,3459049.031,3459708.527,3806805.449,3647327.979,3652146.132,3626476.22,3806580.93,3985496.09,3901037.488,3870241.128,4077390.75,4200707.179,4318024.155
Q:Quarterly,S:Amounts outstanding / Stocks,L:Total liabilities,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",4Y:Developing Asia and Pacific,N:Cross-border,Q:S:L:A:TO1:A:5J:A:5A:I:4Y:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141697.393,99615.19,73848.306,71907.928,68804.175,75706.96,83532.887,109184.216,136611.479,143980.92,240002.76,276352.267,286199.695,285698.037,296933.943,308525.743,345417.226,375842.61,395201.64,425025.445,425408.176,400486.154,408396.632,439250.612,445611.238,458762.429,467771.424,437305.122,448128.234,447651.825,479188.827,482339.912,499083.858,536667.81
Q:Quarterly,S:Amounts outstanding / Stocks,L:Total liabilities,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,P:Non-financial sectors,1N:Offshore centres,N:Cross-border,Q:S:L:A:TO1:A:5J:A:5A:P:1N:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332799.597,366281.807,376514.811,361594.006,496314.625,497595.266,502980.293,488857.21,876774.194,865516.756,854648.457,895427.224,910332.288,957241.328,1010999.481,1023504.916,1075002.214,1141448.439,1098031.294,1079907.086,1047804.367,1066352.961,1085647.835,1047965.677,1083135.748,1104897.979,1098345.306,1095524.967
Q:Quarterly,S:Amounts outstanding / Stocks,C:Total claims,U:Unallocated by instrument,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,F:Non-bank financial institutions,5J:All countries (total),N:Cross-border,Q:S:C:U:TO1:A:5J:A:5A:F:5J:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.227,1562.419,864.073,1015.001,697712.367,715826.875,718634.703,718764.772,727429.856,764676.142,860718.473,860792.335,853815.066,884027.703,918050.859,929453.646,976722.778,1015232.435,1025959.171,1029710.662,1085089.26,1120584.113,1166767.928,1197464.974,1206118.974,1280672.648,1273548.853,1296173.173
Q:Quarterly,S:Amounts outstanding / Stocks,C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,F:Non-bank financial institutions,4Y:Developing Asia and Pacific,N:Cross-border,Q:S:C:A:TO1:A:5J:A:5A:F:4Y:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18705.645,26352.663,29812.848,30659.832,59376.637,62739.254,71030.52,82084.545,69502.297,73107.85,74363.678,72023.364,71061.783,77647.907,80483.512,84060.301,86386.837,86900.986,86157.28,88241.878,90569.752,99803.179,105655.252,103091.915,107131.742,106986.704,110612.113,111506.419
Q:Quarterly,S:Amounts outstanding / Stocks,C:Total claims,A:All instruments,JPY:Yen,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,U:Unallocated by sector,5J:All countries (total),N:Cross-border,Q:S:C:A:JPY:A:5J:A:5A:U:5J:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,31,58,143,2519,76,137,394,456,433,344,387,14,207,-15,28,78,46,49,51,231,288,306,17332,64,76,70,60,20175,18440,18739,6579,7573,7741,6462,6062,5872,7457,9167,10611,10170,14784,13953,17376,17401,12861,15684,14413,11143,10646,13476,13221,5813,11579,11115,15538,13311,15346.585,20321.636,23932.525,22929.301,21564.931,19205.731,16545.163,17939.732,20570.385,20694.895,18959.189,17170.06,18946.912,19668.258,17264.565,20092.228,17124.027,23016.96,26197.217,23335.662,25901.036,29307.079,21716.854,22872.224,21786.798,22751.172,23466.663,25193.451,26938.385,26448.257,25426.501,25210.92,14124.844,19742.328,19420.039
Q:Quarterly,S:Amounts outstanding / Stocks,L:Total liabilities,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5M:Unallocated location,N:Cross-border,Q:S:L:A:TO1:A:5J:A:5A:A:5M:N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,380,606,1051,-2410,2153,1396,1642,1760,1766,2144,2333,1996,1973,1879,1142,294,-66,-214,-340,278,1312,2295,3251,1935,2076,1744,1699,0,4789,9505,14384,20996,16989,13112,9069,6312,8489,10976,12998,14690,14905,15468,15618,16324,16195,15684,15349,79137,82667,88406,95514,102851,108863,114305,121668,125540,135224,147200,165671,161921,113868,111746,120228,112961,113978,124067,124532,139280,130733,122163,136900,148755,153043,164706,193820,215007,239881,253413,269861,296352,298472,315369,307943,331103,350111,352514,356677,358343,386231,408057,407122,438648,458546,481308,493664,495886,517405,533697,509168,473452,461693,494138,496561,492722,491626,489099,518992,528187,525220,529846,527590,524998,533333,1033245.585,981015.526,957495.37,926840.081,917947.542,933299.224,924375.977,1872955.371,1906570.131,1840461.304,1763537.252,1719464.658,1726604.157,1725495.335,1682568.087,1709415.36,1697390.79,1710910.62,1599698.294,1632971.029,1694809.911,1748093.134,1747983.013,1839880.5,1767457.926,1753997.519,1742773.808,1758272.788,1780730.56,1808905.717,1820439.174,1818510.651,1806296.383,1861152.736
Q:Quarterly,S:Amounts outstanding / Stocks,C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,P:Non-financial sectors,5M:Unallocated location,N:Cross-border,Q:S:C:A:TO1:A:5J:A:5A:P:5M:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.307,2901.542,3007.472,2457.725,8621.585,7968.422,7638.256,8578.629,52968.932,56204.098,61593.221,56556.558,38140.402,41761.492,42168.378,43378.486,43334.708,43572.472,44216.034,44095.979,43678.681,43855.023,43601.382,22836.869,27757.414,24237.512,26436.88,27788.824
Q:Quarterly,S:Amounts outstanding / Stocks,L:Total liabilities,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,U:Unallocated by sector,3C:Developing Europe,N:Cross-border,Q:S:L:A:TO1:A:5J:A:5A:U:3C:N,828,774,812,885,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,30,140,224,139,133,46,24,96,33,19,3,119,29,51,113,210,221,173,242,211,199,395,554,647,775,611,574,289,336,262,131,44,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,253,260,238,-,185,81,131,6,6,5,16,10,6,5,5,5,5,5,6,6,6,7,6,7,7,673,670,684,740,704,689,686,681,676,709,707,729,854,866,905,1135,1506,1502,1378,1548,1441,1468,398,400,390,1392,390,386,419,412,2993,2494,2107,2799.242,1920.513,2399.928,2408.033,2371.286,2296.923,2277.861,3190.938,2221.839,2525.676,3682.73,3268.54,2869.117,2749.497,3101.809,2483.446,2671.137,1963.503,5690.523,6404.033,6733.101,5764.326,5314.979,5798.371,5945.816,6206.684,6620.391,6858.308,7831.94,6062.507,5417.877,5531.226,5776.276,5481.889
Q:Quarterly,S:Amounts outstanding / Stocks,C:Total claims,A:All instruments,$TO1-USD-EUR-JPY-GBP-CHF-UN9,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,P:Non-financial sectors,5J:All countries (total),N:Cross-border,Q:S:C:A:$TO1-USD-EUR-JPY-GBP-CHF-UN9:A:5J:A:5A:P:5J:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74098.363,73306.491,77480.256,71661.973,165046.421,163983.919,184481.312,169523.906,203159.353,213616.164,214463.09,220180.544,228923.547,233800.466,258494.498,276094.164,333885.716,352672.282,348565.075,356335.495,348939.813,351781.123,367025.132,362895.142,360353.652,349061.134,361231.733,372046.146
Q:Quarterly,S:Amounts outstanding / Stocks,L:Total liabilities,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"N:Non-banks, total",5J:All countries (total),R:Local,Q:S:L:A:TO1:D:5J:A:5A:N:5J:R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23176858.06,24012503.93,24618115.75,24195971.07,24340034.84,25975679.09,26075437.66,26610800.7,26897110.24,25218367.26,26144806.38,24245832.79,25081578.88,24182157.82,24502940.3,25677241.78,25596838.92,25937127.89,25376415.49,26076620.1,27321358.69,28297369.94,29488936.96,30229112.55,28947516.94,28840425.06,28740102.54,29027819.33,29584844.5,28854030.57,30041192.66,29022674.75,30787602.33,32167129.48
Q:Quarterly,S:Amounts outstanding / Stocks,L:Total liabilities,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,Q:S:L:A:TO1:A:5J:A:5A:I:5J:N,,,,,,,,,,,,,,,,,,,,,,,439259,464398,484151,499196,517929,507524,524938,544882,545114,564646,616791,658259,697076,773550,905287,908874,970299,1046660,1155033,1183506,1204370,1272450,1347198,1375408,1319929,1396460,1466623,1480988,1500491,1610704,1699730,1655419,1576755,1603286,1661044,1604207,1580059,1623239,1593126,1571795,1499036,1569029,1545223,1583259,1608278,1675378,1800546,1941468,1927356,1946140,1941883,1868060,1843604,1842678,2341106,2390480,2452303,2466785,2823686,2674720,2758264,2970326,3286666,3009963,2951234,2871963,3233617,3229772,3195307,3142809,3336455,3486496,3385587,3408013,3622416,3555351,3887856,3939253,4393916,4587429,4832834,4706241,5110634,5394369,5462172,5401002,5769936,5747782,5864735,6207011,6438009,6795853,7268648,7368432,7842672,8647669,8673162,9208872,9529209,10130772,9627766,9366298,9376611,9004950,9035149,9054581,9043385,8853274,8839680,9400723,9353813,9674738,9371973,9593215,9578238,9614268,9087773.474,9103667.494,8920724.008,8423857.493,8517539.441,8357777.891,8675528.461,8898575.411,8970164.268,8776079.468,8726446.322,8442385.512,8379996.647,8237808.154,8257536.66,8231093.685,8511190.934,8368111.162,8245889.227,8498614.513,8672970.278,8810814.757,8886564.792,8850557.268,8638702.057,8442823.345,8561536.304,8627623.037,8670492.773,8607310.477,8893616.219,9687342.229,9300096.361,9387862.833
Q:Quarterly,S:Amounts outstanding / Stocks,L:Total liabilities,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"B:Banks, total",1C:International organisations,N:Cross-border,Q:S:L:A:TO1:A:5J:A:5A:B:1C:N,2647,2935,2376,2690,4378,4621,4536,3619,3985,2816,5117,5159,4199,3337,3981,4047,4320,3745,4619,5988,4979,4683,6441,6333,7341,7462,6489,6366,4654,6040,7169,8056,6940,5854,6378,6529,9144,10372,8410,10591,8746,12488,11381,12096,11031,10414,12530,12510,16288,15783,19795,20450,21667,23970,21702,24512,42216,45659,52192,51295,45753,44364,43547,46362,41920,44017,42807,46165,46035,56481,56787,61519,61425,60731,63751,66208,65879,64782,66159,67281,65989,72140,73374,77562,82055,62091,60992,65292,64356,64372,66654,60219,59461,47916,51267,58795,57927,59313,71205,75077,73822,74814,79369,85547,92286,96942,103610,105348,106468,103647,99572,111824,112681,115077,112250,110970,110339,107580,113517,122472,116669,137044,135741,129631,114910,113584,171003,165747,153599,152431,150774,157835,151564,166212,167575,190555,164695,170817,163403.165,173710.579,161779.732,165464.955,165943.422,158005.644,93065.128,86073.21,81858.678,78556.856,68010.226,67770.243,60676.349,58583.903,55268.935,58305.271,64688.061,64032.513,61213.726,69782.956,69518.543,63279.986,62044.533,63718.19,57908.041,58360.359,52106.183,53977.699,54903.143,56897.049,54824.193,56644.686,55060.847,62297.072
Q:Quarterly,S:Amounts outstanding / Stocks,L:Total liabilities,A:All instruments,USD:US dollar,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,U:Unallocated by sector,5J:All countries (total),N:Cross-border,Q:S:L:A:USD:A:5J:A:5A:U:5J:N,77104,77966,80107,89973,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,53271,55991,57683,57935,57936,63031,62271,67635,71605,70903,72812,84662,96294,107919,115590,128189,135350,151049,153178,151317,158616,158566,163345,168514,171034,163012,171751,180580,197151,189301,177752,182802,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,19324,19876,20771,25114,26723,29598,32161,36236,63270,67817,70368,77599,78729,80360,78967,83804,82299,80861,88167,91170,104420,106868,99458,104546,104767,112341,123015,134111,156505,160451,160193,170874,156902,149548,165719,151933,165185,177549,195828,193943,198446,214124,226892,223981,238484,240940,258824,374992,364090,358884,381696,370473,379248,377320,391899,385026,388821,399448,427768,422938,428186,434887,437828,468338,446033,456559.999,481335.665,495177.795,532121.067,552861.522,544602.615,552862.471,566345.677,875247.23,926766.252,926435.018,948489.571,943200.428,924757.608,930856.026,899920.513,922637.32,952105.481,959511.428,941267.529,971394.352,987389.408,1020689.348,1065017.24,1107849.633,1118264.12,1132892.205,1175194.055,1145110.962,1202727.193,1149181.141,1273832.48,1206198.97,1219590.405,1250082.42
Q:Quarterly,S:Amounts outstanding / Stocks,C:Total claims,A:All instruments,JPY:Yen,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"N:Non-banks, total",5J:All countries (total),N:Cross-border,Q:S:C:A:JPY:A:5J:A:5A:N:5J:N,2098,2731,3537,4200,5079,5737,6164,6357,7039,7552,8776,9443,10276,10952,11145,11714,13443,12631,12561,12881,15348,16568,16475,17236,18874,19687,20077,21872,22873,24253,25300,30235,38329,41782,48758,57606,55789,67772,75754,81202,101986,99875,100771,103814,107866,107426,99364,119549,121790,113909,122934,140346,143415,145473,148822,152493,141525,128290,134462,154327,137896,165644,156704,156721,149788,162561,162230,164580,170230,226385,237499,190484,179544,186594,205739,223216,219373,185027,219219,202541,189973,219875,197012,222467,288244,264650,264709,300225,309845,316792,355962,332130,294000,278970,285621,301870,289355,232304,261802,283940,275026,291511,299947,346892,339919,347345,364709,379094,425290,407515,406280,408638,433416,428458,407973,402297,430163,431431,435460,495159,526334,634834,540685,557480,521241,415495,421378,421720,403536,402439,435580,488658,523158,522603.092,551168,603154,629517,611534.4,668672.624,699468.87,647665.454,732453.554,730305.301,756828.106,786360.195,790754.559,828458.751,823630.689,798533.698,812726.589,811829.968,841356.127,855189.183,915951.248,980376.921,1033191.657,923642.284,931635.018,939306.68,1004559.989,1023273.029,1100299.682,1111419.046,1097620.647,1090337.588,1137551.645,1168893.49,1243881.213,1172249.938,1279349.313,1267837.38,1336288.605
Q:Quarterly,S:Amounts outstanding / Stocks,C:Total claims,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,P:Non-financial sectors,5J:All countries (total),R:Local,Q:S:C:A:TO1:D:5J:A:5A:P:5J:R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17418310.66,21211644.68,21631173.98,20324758.42,23336983.66,21623072.35,22420244.27,22024786.32,23759756.98,25006054.18,24669112.77,25045018.1,24584727.59,27048865.51,28303561.34,29547506.6,30660164.68,31460014.31,30241218.02,30171075.91,29973509.7,30308525.3,30726917.14,30073157.55,31107265.03,30228183.37,32037353.29,33341077.59
Q:Quarterly,S:Amounts outstanding / Stocks,C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"B:Banks, total",5J:All countries (total),N:Cross-border,Q:S:C:A:TO1:A:5J:A:5A:B:5J:N,445412,443185,458643,505129,651651,635989,687414,760597,810256,815916,867329,896027,962462,987048,982580,1037879,1116246,1123836,1124180,1163252,1198837,1208231,1202449,1213009,1435660,1468204,1488045,1450774,1487669,1547205,1552243,1636272,1783766,1846948,1949968,2160665,2370899,2484090,2640995,2810796,3112080,3126807,3106709,3275812,3377528,3493029,3418973,3639741,4066100,4064407,4125802,4453018,4673040,4384728,4198501,4299845,4539557,4317113,4402328,4682394,4410531,4419644,4330350,4512633,4505439,4609281,4687385,4853175,4979107,5408560,5549554,5462547,5517071,5466736,5381110,5467110,5535975,5584481,5761976,5797467,6210896,6045388,6149072,6484320,6575041,6312801,6144084,6444778,6431257,6653498,6700802,6607723,7032151,7269457,7029718,7232515,7503345,7433551,8002838,7926141,8479063,8899679,9423338,9290318,10023088,10780314,10897105,10915576,11838228,12173454,12520367,12852893,13103904,14184743,14960024,15366796,16135652,17861481,18657551,19770790,20972264,22665877,21953988,20880083,19628063,18509656.5,18853716,18994316,18693847,18481721,18192174,19448129,18794048,19445888,19341244,19810224,18818235,19015914,17111169.31,17158195.53,16899151.71,16420691.92,16317738.14,16241609.09,16411407.17,16802606.35,16909365.25,16443602.31,15960627.05,15453188.73,15164058.98,14883385.5,14684896.87,14901901.7,15130772.91,14875668.77,14462197.1,14806933.34,15070843.47,15223271.48,15450356.97,15889374.15,15331719.46,15029347.82,14997237.27,15430872.67,15647009.53,15565003.89,15424141.16,16810507.32,16172288.99,16354185
